ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
3.1.1.73	wildtype	Aspergillus flavus	COC(=O)C=CC1=CC=C(C=C1)O	methyl p-coumarate		0.88	s^(-1)
3.1.1.73	wildtype	uncultured bacterium	COC(=O)C=CC1=CC=C(C=C1)O	methyl p-coumarate		681.5	s^(-1)
3.1.1.73	wildtype	Aspergillus terreus	COC(=O)C=CC1=CC=C(C=C1)O	methyl p-coumarate		0.81	s^(-1)
3.1.1.73	wildtype	Escherichia coli	COC(=O)C=CC1=CC=C(C=C1)O	methyl p-coumarate		2.7	s^(-1)
3.1.1.73	wildtype	Aspergillus terreus	COC1=CC(=CC(=C1O)OC)C=CC(=O)OC	sinapic acid methyl ester		3.23	s^(-1)
3.1.1.73	wildtype	Escherichia coli	CCOC(=O)C=CC1=CC(=C(C=C1)O)OC	ferulic acid ethyl ester		2.0	s^(-1)
3.6.1.12	wildtype	Homo sapiens	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dATP		25.0	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dATP		4.49	s^(-1)
3.6.1.12	wildtype	Homo sapiens	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	TTP		28.0	s^(-1)
3.6.1.12	wildtype	Mus musculus	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	TTP		1.87	s^(-1)
3.6.1.12	wildtype	Homo sapiens	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dCTP		119.0	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dCTP		31.1	s^(-1)
3.6.1.12	wildtype	Homo sapiens	C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dUTP		0.337	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	dUTP		1.57	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=NC3=C(NC(=O)N=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	2-hydroxy-dATP		8.22	s^(-1)
3.6.1.12	wildtype	Homo sapiens	CC1=CN(C(=O)N=C1N)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	5-Methyl-dCTP		143.0	s^(-1)
3.6.1.12	wildtype	Mus musculus	CC1=CN(C(=O)N=C1N)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	5-Methyl-dCTP		27.4	s^(-1)
3.6.1.12	wildtype	Homo sapiens	C1C(C(OC1N2C=C(C(=NC2=O)N)I)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	5-iodo-dCTP		371.0	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=C(C(=NC2=O)N)I)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	5-iodo-dCTP		241.0	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	2-chloro-dATP		14.7	s^(-1)
3.6.1.12	wildtype	Homo sapiens	C1C(C(OC1N2C=C(C(=NC2=O)N)Br)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	5-bromo-dCTP		256.0	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=C(C(=NC2=O)N)Br)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	5-bromo-dCTP		68.7	s^(-1)
3.6.1.12	wildtype	Mus musculus	C1C(C(OC1N2C=C(C(=NC2=O)N)Cl)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	5-chloro-dCTP		30.0	s^(-1)
6.3.1.15	wildtype	Streptomyces niveus	CC1=C(C=CC(=C1)C(=O)O)O	4-hydroxy-3-methylbenzoate		1.0	s^(-1)
3.2.1.114	wildtype	Homo sapiens	C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O	4-nitrophenyl alpha-D-galactopyranoside		0.0009	s^(-1)
3.2.1.114	wildtype	Streptococcus pyogenes	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	nigerose		0.24	s^(-1)
3.2.1.114	wildtype	Homo sapiens	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	nigerose		0.52	s^(-1)
3.2.1.114	wildtype	Streptococcus pyogenes	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O	2,4-dinitrophenyl alpha-D-mannopyranoside		0.01	s^(-1)
5.4.3.10	wildtype	Taxus canadensis	C1=CC=C(C=C1)CC(C(=O)O)N	D-phenylalanine		0.93	s^(-1)
5.4.3.10	C89T/L97G	Taxus chinensis	C1=CC=C(C=C1)C(CC(=O)[O-])[NH3+]	L-beta-phenylalanine		0.21	s^(-1)
5.4.3.10	wildtype	Taxus chinensis	C1=CC=C(C=C1)C(CC(=O)[O-])[NH3+]	L-beta-phenylalanine		0.32	s^(-1)
5.4.3.10	L97G	Taxus chinensis	C1=CC=C(C=C1)C(CC(=O)[O-])[NH3+]	L-beta-phenylalanine		0.38	s^(-1)
1.1.1.365	wildtype	Aspergillus niger	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		15.72	s^(-1)
1.1.1.365	wildtype	Euglena gracilis	C1C(C(C(C(O1)O)O)O)O	D-Lyxose		0.00697	s^(-1)
1.1.1.365	wildtype	Euglena gracilis	C1(C(C(OC(C1O)O)C(=O)O)O)O	D-galacturonate		0.05095	s^(-1)
1.1.1.365	wildtype	Aspergillus niger	C1(C(C(OC(C1O)O)C(=O)O)O)O	D-galacturonate		39.29	s^(-1)
2.4.1.36	wildtype	Streptomyces venezuelae	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O	beta-D-glucose 6-phosphate		132.0	s^(-1)
2.4.1.36	wildtype	Streptomyces venezuelae	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	ADP-glucose		67.0	s^(-1)
2.4.1.36	wildtype	Streptomyces venezuelae	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N	GDP-alpha-D-glucose		1143.0	s^(-1)
1.13.11.77	wildtype	Nostoc punctiforme	CCCCCC=CCC=CCCCCCCCC(=O)O	linoleate		2100.0	s^(-1)
1.13.11.77	wildtype	Nostoc punctiforme	CCC=CCC=CCC=CCCCCCCCC(=O)[O-]	alpha-linolenate		2400.0	s^(-1)
2.1.1.B75	wildtype	Populus sp.	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	quercetin		1.9	s^(-1)
2.1.1.B75	wildtype	Populus sp.	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	kaempferol		2.4	s^(-1)
5.1.1.4	F240W	Ferroplasma acidarmanus	C1CC(NC1)C(=O)O	L-proline		0.0079	s^(-1)
5.1.1.4	wildtype	Ferroplasma acidarmanus	C1CC(NC1)C(=O)O	L-proline		0.1	s^(-1)
5.1.1.4	L221H	Thermococcus litoralis	C1CC(NC1)C(=O)O	L-proline		0.11	s^(-1)
5.1.1.4	F62V	Thermococcus litoralis	C1CC(NC1)C(=O)O	L-proline		0.15	s^(-1)
5.1.1.4	wildtype	Clostridioides difficile	C1CC(NC1)C(=O)O	L-proline		4.08	s^(-1)
5.1.1.4	wildtype	Thermococcus litoralis	C1CC(NC1)C(=O)O	L-proline		26.2	s^(-1)
5.1.1.4	W241F	Thermococcus litoralis	C1CC(NC1)C(=O)O	L-proline		16.5	s^(-1)
5.1.1.4	F62S	Thermococcus litoralis	C1CC(NC1)C(=O)O	L-proline		0.0065	s^(-1)
3.5.1.128	wildtype	Arabidopsis thaliana	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)C(=O)O	N-(4-oxoglutaryl)-L-cysteinylglycine		121.0	s^(-1)
1.1.99.20	N90A	Ensifer sp. AS08	C(CO)O	ethylene glycol		1.9	s^(-1)
1.1.99.20	wildtype	Ensifer sp. AS08	C(CO)O	ethylene glycol		3.6	s^(-1)
2.7.4.1	wildtype	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		34.7	s^(-1)
2.7.4.1	wildtype	Paenarthrobacter aurescens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		0.4	s^(-1)
2.7.4.1	wildtype	Myxococcus xanthus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		0.46	s^(-1)
2.7.4.1	wildtype	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		3.92	s^(-1)
2.7.4.1	Y524A	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		4.2	s^(-1)
2.7.4.1	H510A	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		10.5	s^(-1)
2.7.4.1	H510Q	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		29.0	s^(-1)
2.7.4.1	H480A	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		31.0	s^(-1)
2.7.4.1	H480Q	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		32.6	s^(-1)
2.7.4.1	R118A	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		0.00037	s^(-1)
2.7.4.1	K66A	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		0.00044	s^(-1)
2.7.4.1	D192A	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		0.00047	s^(-1)
2.7.4.1	R178A	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		0.00095	s^(-1)
2.7.4.1	D62A	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		0.00643	s^(-1)
2.7.4.1	D117N	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		33.2	s^(-1)
2.7.4.1	H102K/A106E/V115T	Sinorhizobium meliloti	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		1.26	s^(-1)
2.7.4.1	wildtype	Myxococcus xanthus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		1.81	s^(-1)
2.7.4.1	wildtype	Delftia tsuruhatensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		1.9	s^(-1)
2.7.4.1	wildtype	Deinococcus radiodurans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		2.0	s^(-1)
2.7.4.1	wildtype	Ruegeria pomeroyi	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		2.08	s^(-1)
2.7.4.1	N121D	Meiothermus ruber	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		33.2	s^(-1)
2.7.4.1	wildtype	Francisella tularensis subsp. tularensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		5.79	s^(-1)
2.7.4.1	wildtype	Paenarthrobacter aurescens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		24.0	s^(-1)
2.7.4.1	wildtype	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		5743.0	s^(-1)
2.7.4.1	wildtype	Cytophaga hutchinsonii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		27.0	s^(-1)
2.7.4.1	H510A	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		49.0	s^(-1)
2.7.4.1	wildtype	Meiothermus ruber	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		214.2	s^(-1)
2.7.4.1	wildtype	Corynebacterium glutamicum	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		303.3	s^(-1)
2.7.4.1	Y524A	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		998.0	s^(-1)
2.7.4.1	H510Q	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		3529.0	s^(-1)
2.7.4.1	H480A	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		4690.0	s^(-1)
2.7.4.1	H480Q	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		5222.0	s^(-1)
2.7.4.1	wildtype	Ruegeria pomeroyi	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O	UDP		1.37	s^(-1)
2.7.4.1	N121D	Meiothermus ruber	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		33.2	s^(-1)
2.7.4.1	wildtype	Paenarthrobacter aurescens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		26.0	s^(-1)
2.7.4.1	wildtype	Cytophaga hutchinsonii	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		27.0	s^(-1)
2.7.4.1	wildtype	Meiothermus ruber	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		214.2	s^(-1)
2.7.4.1	wildtype	Deinococcus radiodurans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		350.0	s^(-1)
2.7.4.1	wildtype	Delftia tsuruhatensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	5'-AMP		467.0	s^(-1)
2.7.4.1	wildtype	Mycobacterium tuberculosis	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GTP		0.121	s^(-1)
2.7.4.1	wildtype	Francisella tularensis subsp. tularensis	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GTP		4.002	s^(-1)
2.7.4.1	wildtype	Paenarthrobacter aurescens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP		0.1	s^(-1)
2.7.4.1	wildtype	Cytophaga hutchinsonii	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP		1.4	s^(-1)
2.7.4.1	wildtype	Ruegeria pomeroyi	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP		3.48	s^(-1)
2.7.4.1	wildtype	Francisella tularensis subsp. tularensis	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP		5.075	s^(-1)
2.7.4.1	wildtype	Mycobacterium tuberculosis	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP		57.0	s^(-1)
2.7.4.1	wildtype	Paenarthrobacter aurescens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		0.1	s^(-1)
2.7.4.1	wildtype	Deinococcus radiodurans	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		0.3	s^(-1)
2.7.4.1	wildtype	Cytophaga hutchinsonii	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2.2	s^(-1)
2.7.4.1	wildtype	Deinococcus radiodurans	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	5'-dAMP		0.1	s^(-1)
2.7.4.1	wildtype	Paenarthrobacter aurescens	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	5'-dAMP		0.6	s^(-1)
2.7.4.1	wildtype	Cytophaga hutchinsonii	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	5'-dAMP		1.6	s^(-1)
2.7.4.1	wildtype	Cytophaga hutchinsonii	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O	dADP		1.1	s^(-1)
2.7.4.1	wildtype	Paenarthrobacter aurescens	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O	dADP		5.0	s^(-1)
4.3.2.10	wildtype	Escherichia coli	[NH4+]	NH4+		0.03	s^(-1)
4.3.2.10	wildtype	Thermotoga maritima	[NH4+]	NH4+		900.0	s^(-1)
4.3.2.10	V12A	Thermotoga maritima	C(CC(=O)N)C(C(=O)O)N	D-glutamine		1.34	s^(-1)
4.3.2.10	wildtype	Thermotoga maritima	C(CC(=O)N)C(C(=O)O)N	D-glutamine		4480.0	s^(-1)
4.3.2.10	V48A	Thermotoga maritima	C(CC(=O)N)C(C(=O)O)N	D-glutamine		0.122	s^(-1)
4.3.2.10	D98A	Thermotoga maritima	C(CC(=O)N)C(C(=O)O)N	D-glutamine		0.0579	s^(-1)
4.3.2.10	K19A	Thermotoga maritima	C(CC(=O)N)C(C(=O)O)N	D-glutamine		0.166	s^(-1)
4.3.2.10	wildtype	Saccharomyces cerevisiae	C(CC(=O)N)C(C(=O)O)N	D-glutamine		3.1	s^(-1)
4.3.2.10	wildtype	Escherichia coli	C(CC(=O)N)C(C(=O)O)N	D-glutamine		37.9	s^(-1)
4.3.2.10	K258A	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		0.46	s^(-1)
4.3.2.10	K258R	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		60.0	s^(-1)
4.3.2.10	R239H	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		2.9	s^(-1)
4.3.2.10	R239A	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		2.8	s^(-1)
4.3.2.10	R239K	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		5.5	s^(-1)
4.3.2.10	K360R	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		110.0	s^(-1)
4.3.2.10	K360A	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		130.0	s^(-1)
4.3.2.10	wildtype	Saccharomyces cerevisiae	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		1200.0	s^(-1)
4.3.2.10	wildtype	Escherichia coli	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		5667.0	s^(-1)
4.3.2.10	wildtype	Thermotoga maritima	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide		1300.0	s^(-1)
3.5.1.25	wildtype	Mycobacterium marinum	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O	N-acetyl-D-glucosamine 6-phosphate		12.27	s^(-1)
3.5.1.25	wildtype	Mycolicibacterium smegmatis	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O	N-acetyl-D-glucosamine 6-phosphate		28.47	s^(-1)
3.5.1.25	wildtype	Staphylococcus aureus	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O	N-acetyl-D-glucosamine 6-phosphate		2156.25	s^(-1)
3.2.1.67	wildtype	Thermotoga thermophilus	C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)O)O)O)C(=O)O)O)O	digalacturonic acid		731.0	s^(-1)
3.2.1.67	wildtype	Rhodothermus marinus	C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)O)O)O)C(=O)O)O)O	digalacturonic acid		968.0	s^(-1)
3.13.2.B1	wildtype	Methanocaldococcus jannaschii	C(CS)C(C(=O)O)N	L-homocysteine		153.7	s^(-1)
3.13.2.B1	wildtype	Methanocaldococcus jannaschii	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CSCCC(C(=O)O)N)O)O	S-Inosyl-L-homocysteine		1.9	s^(-1)
2.7.1.180	H257G	Vibrio cholerae	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	FAD		225.0	s^(-1)
2.7.1.180	wildtype	Vibrio cholerae	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	FAD		1600.0	s^(-1)
4.1.1.33	wildtype	Bacopa monnieri	CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	(R)-5-diphosphomevalonate		277.0	s^(-1)
2.5.1.111	wildtype	Streptomyces roseochromogenus subsp. oscitans	C1=CC(=CC=C1CC(=O)C(=O)O)O	4-hydroxyphenylpyruvate		9.94	s^(-1)
1.1.1.270	wildtype	Homo sapiens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		1.7	s^(-1)
1.1.1.270	S194G	Homo sapiens	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C	dehydroepiandrosterone		10.48	s^(-1)
1.1.1.270	wildtype	Homo sapiens	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C	dehydroepiandrosterone		14.86	s^(-1)
1.1.1.270	wildtype	Eggerthella sp. CAG:298	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCCC4)C)O)O)C	isodeoxycholic acid		0.078	s^(-1)
1.1.1.270	wildtype	Eggerthella sp. CAG:298	CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(=O)C4)C)O)C	3-oxodeoxycholic acid		0.015	s^(-1)
4.2.3.153	wildtype	Methanocaldococcus jannaschii	C(C(C=O)O)O	D-glyceraldehyde		0.74	s^(-1)
